Temp:1e4.0 K,Temp:1e4.5 K,Temp:1e5.0 K,Temp:1e5.5 K,Temp:1e6.0 K
0.0031623000000000003,0.0031623000000000003,0.0031623000000000003,0.0031623000000000003,0.0031623000000000003
0.0032111454545454545,0.0034705181818181817,0.003779224242424243,0.0037961999999999996,0.0037967909090909097
0.31,0.281,0.24499999999999997,2.8699999999999996e-05,8.849999999999999e-08
4.9172424242424244e-32,2.4937242424242422e-30,4.187766666666667e-29,9.702296969696969e-33,3.3250999999999994e-35
