"Temp:1e4.0 K , hden: -2.5","Temp:1e4.5 K , hden: -2.5","Temp:1e5.0 K , hden: -2.5","Temp:1e5.5 K , hden: -2.5","Temp:1e6.0 K , hden: -2.5"
0.0031623000000000003,0.0031623000000000003,0.0031623000000000003,0.0031623000000000003,0.0031623000000000003
0.0032111454545454545,0.0034705181818181817,0.003779224242424243,0.0037961999999999996,0.0037967909090909097
3.484848484848485e-12,6.88e-08,0.00295,0.215,0.00441
2.168696969696969e-43,7.1066e-37,4.132081818181819e-31,4.816815151515151e-29,9.19519393939394e-31
1.0871818181818181e-43,3.6229e-37,2.070487878787878e-31,2.4008939393939398e-29,4.57639393939394e-31
3.255878787878787e-43,1.07295e-36,6.202569696969697e-31,7.217709090909091e-29,1.377158787878788e-30
