"Temp:1e4.0 K , hden: -2.5","Temp:1e4.5 K , hden: -2.5","Temp:1e5.0 K , hden: -2.5","Temp:1e5.5 K , hden: -2.5","Temp:1e6.0 K , hden: -2.5"
0.0031623000000000003,0.0031623000000000003,0.0031623000000000003,0.0031623000000000003,0.0031623000000000003
0.0032111454545454545,0.0034705181818181817,0.003779224242424243,0.0037961999999999996,0.0037967909090909097
0.04389090909090909,0.27903030303030296,0.45899999999999996,0.00041900000000000005,1.5900000000000002e-10
1.2454393939393939e-34,3.868945454545455e-32,1.5003090909090907e-31,1.2074e-34,3.0032878787878793e-41
2.54609696969697e-32,8.530081818181819e-31,1.707718181818182e-30,1.1655999999999999e-33,2.8011121212121208e-40
7.596475757575757e-32,2.545012121212121e-30,5.095142424242424e-30,3.477699999999999e-33,8.35740303030303e-40
